blk_no,postal_code,entity_id,latitude,longitude,hawker_centre_name,hawker_centre_type,hawker_centre_postal_code,hawker_centre_location,hawker_centre_latitude,hawker_centre_longitude,euclidean_distance_to_nearest_hawker_centre_km,nearest_hawker_centre_estimated_walking_km,walking_time_to_nearest_hawker_centre_mins
443,120443,4188,1.3142287916556452,103.76403812271128,Blk 448 Clementi Ave 3,MHC,120448,"Blk 448, Clementi Ave 3, S(120448)",1.3133196935787859,103.76451719342104,0.1144,0.1373,1.72
440A,651440,11081,1.3551217133019966,103.73888676128561,Blk 254 Jurong East Street 24,MHC,600254,"Blk 254, Jurong East Street 24, S(600254)",1.3434881256069369,103.73773840345983,1.3013,1.5616,19.52
29,464029,2683,1.3239127841076617,103.93634723530779,Blk 16 Bedok South Road,MHC,460016,"Blk 16, Bedok South Road, S(460016)",1.3205008421917948,103.93547364111234,0.3921,0.4705,5.88
746,470746,11054489,1.3372775591353168,103.92120435165855,Blk 538 Bedok North Street 3,MHC,460538,"Blk 538, Bedok North Street 3, S(460538)",1.3320672671941451,103.92462132065832,0.6936,0.8323,10.4
450B,652450,9866,1.3523852577633773,103.74455096947482,Blk 254 Jurong East Street 24,MHC,600254,"Blk 254, Jurong East Street 24, S(600254)",1.3434881256069369,103.73773840345983,1.2473,1.4968,18.71
677B,642677,6535,1.3454184160128713,103.70450497497,Blks 221 A/B Boon Lay Place,MHC,641221,"Blk 221A/B, Boon Lay Place, S(641221/642221)",1.34522406539603,103.71280068325645,0.9235,1.1082,13.85
523A,521523,11055746,1.3594526631087542,103.93847159195288,Blk 137 Tampines Street 11,MHC,521137,"Blk 137, Tampines Street 11, S(521137)",1.3456395427244823,103.94462454944245,1.6833,2.0199,25.25
383A,761383,12961,1.4308761516729318,103.84796586006735,Chong Pang Market & Food Centre,MHC,760104,"Blk 104/105, Yishun Ring Road, S(760104/760105)",1.431526731266786,103.82841986163255,2.1764,2.6117,32.65
432B,652432,12682,1.3609959668063683,103.7423596629003,Blk 254 Jurong East Street 24,MHC,600254,"Blk 254, Jurong East Street 24, S(600254)",1.3434881256069369,103.73773840345983,2.0157,2.4188,30.24
747C,473747,9897,1.3367790053991966,103.92199280203859,Blk 538 Bedok North Street 3,MHC,460538,"Blk 538, Bedok North Street 3, S(460538)",1.3320672671941451,103.92462132065832,0.6006,0.7207,9.01
330A,541330,11054502,1.3966650892381653,103.88981628558193,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,4.2044,5.0453,63.07
410,510410,12131,1.3728335776381313,103.95396766206906,Blk 137 Tampines Street 11,MHC,521137,"Blk 137, Tampines Street 11, S(521137)",1.3456395427244823,103.94462454944245,3.2008,3.841,48.01
261A,311261,11053279,1.3337050422245469,103.85570259333554,Blk 22 Toa Payoh Lorong 7,MHC,310022,"Blk 22, Lorong 7 Toa Payoh, S(310022)",1.335382605843395,103.85700371355455,0.2363,0.2836,3.54
401,790401,11054927,1.3900476250487985,103.87097480424237,Blk 527 Ang Mo Kio Ave 10,MHC,560527,"Blk 527, Ang Mo Kio Ave 10, S(560527)",1.372772089820446,103.85445796431361,2.6603,3.1923,39.9
10A,311010,11054928,1.3371052968145805,103.85776262503845,Blk 22 Toa Payoh Lorong 7,MHC,310022,"Blk 22, Lorong 7 Toa Payoh, S(310022)",1.335382605843395,103.85700371355455,0.2095,0.2515,3.14
93B,102093,11052090,1.275429693442879,103.80782024333014,Blk 82 Telok Blangah Drive,MK,100082,"Blk 82, Telok Blangah Drive, S(100082)",1.2738912107264204,103.80790065266949,0.1715,0.2058,2.57
61,330061,2720,1.3223093029519277,103.86926017974228,Blk 69 Geylang Bahru,MHC,330069,"Blk 69, Geylang Bahru, S(330069)",1.3214631112680744,103.87000502438272,0.1255,0.1506,1.88
945,640945,10843,1.3442694720915274,103.6901577140708,Blks 221 A/B Boon Lay Place,MHC,641221,"Blk 221A/B, Boon Lay Place, S(641221/642221)",1.34522406539603,103.71280068325645,2.5222,3.0266,37.83
117,550117,13155,1.3679718233797917,103.87085790571163,Chomp Chomp Food Centre,HC,557269,"20, Kensington Park Road, S(557269)",1.3642325151486436,103.8665270206699,0.6368,0.7642,9.55
218,510218,5072,1.369416653515575,103.96140209719236,Blk 137 Tampines Street 11,MHC,521137,"Blk 137, Tampines Street 11, S(521137)",1.3456395427244823,103.94462454944245,3.2392,3.887,48.59
61B,143061,11054953,1.293734434044806,103.81202984511499,ABC Brickworks Market & Food Centre,MHC,150006,"Blk 6, Jalan Bukit Merah, S(150006)",1.2869527547026849,103.80812801459288,0.8709,1.0451,13.06
546,510546,3842,1.3689351318587608,103.95263580470814,Blk 137 Tampines Street 11,MHC,521137,"Blk 137, Tampines Street 11, S(521137)",1.3456395427244823,103.94462454944245,2.7422,3.2907,41.13
249,520249,7284,1.3519780449094656,103.94837331518718,Blk 137 Tampines Street 11,MHC,521137,"Blk 137, Tampines Street 11, S(521137)",1.3456395427244823,103.94462454944245,0.8197,0.9837,12.3
520,670520,323,1.3866124364397534,103.76638739209014,Bukit Timah Market,MHC,588215,"51, Upper Bukit Timah Road, S(588215)",1.3394524205511975,103.77600731109843,5.3579,6.4295,80.37
65,140065,3269,1.2995908959455122,103.79675570396748,Blks 1A/ 2A/ 3A Commonwealth Drive,HC,141001,"Blk 1A/ 2A/ 3A, Commonwealth Drive, S(141001/141002/141003)",1.2997307173909427,103.79783554496932,0.1212,0.1454,1.82
132,140132,8470,1.2921467982341277,103.81491609850171,Blk 79 Redhill Lane,MK,150079,"Blk 79, Redhill Lane, S(150079)",1.2877834595039153,103.81833417664816,0.617,0.7404,9.25
52,380052,8786,1.3166770427376684,103.88044862825181,Blk 49 Sims Place,MHC,380049,"Blk 49, Sims Place, S(380049)",1.3170350274674942,103.87930985963374,0.1329,0.1594,1.99
914,520914,6408,1.348982975944591,103.93956706970694,Blk 137 Tampines Street 11,MHC,521137,"Blk 137, Tampines Street 11, S(521137)",1.3456395427244823,103.94462454944245,0.6748,0.8097,10.12
762,730762,9225,1.4459802551904242,103.79613024760856,Blks 20/21 Marsiling Lane,MHC,730020,"Blk 20/21, Marsiling Lane, S(730020/730021)",1.4434048227609568,103.77696721902483,2.1517,2.5821,32.28
448A,791448,52,1.3929428407079285,103.87300787490975,Blk 527 Ang Mo Kio Ave 10,MHC,560527,"Blk 527, Ang Mo Kio Ave 10, S(560527)",1.372772089820446,103.85445796431361,3.0502,3.6602,45.75
626,530626,6158,1.369769294546458,103.88197085996129,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,1.2734,1.5281,19.1
410,750410,390,1.4527245205634516,103.81785715910588,Chong Pang Market & Food Centre,MHC,760104,"Blk 104/105, Yishun Ring Road, S(760104/760105)",1.431526731266786,103.82841986163255,2.6363,3.1636,39.54
114,510114,11245,1.3685014916620055,103.95502223219864,Blk 137 Tampines Street 11,MHC,521137,"Blk 137, Tampines Street 11, S(521137)",1.3456395427244823,103.94462454944245,2.7957,3.3548,41.94
476,760476,12634,1.4281788410903498,103.85308454643605,Chong Pang Market & Food Centre,MHC,760104,"Blk 104/105, Yishun Ring Road, S(760104/760105)",1.431526731266786,103.82841986163255,2.77,3.324,41.55
432,820432,12650,1.4172189842055778,103.91030065343801,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,7.0116,8.4139,105.17
310,550310,3125,1.353640128435775,103.86570431966936,Serangoon Garden Market,MHC,555945,"49A, Serangoon Garden Way, S(555945)",1.3630850026687606,103.86672495312547,1.0575,1.269,15.86
647A,521647,12711,1.3677209569374942,103.94098577542285,Blk 137 Tampines Street 11,MHC,521137,"Blk 137, Tampines Street 11, S(521137)",1.3456395427244823,103.94462454944245,2.4912,2.9895,37.37
615A,821615,10346,1.4039920650533368,103.9095469653452,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,5.6415,6.7698,84.62
766,680766,348,1.3935075031874464,103.74970924967671,Blk 254 Jurong East Street 24,MHC,600254,"Blk 254, Jurong East Street 24, S(600254)",1.3434881256069369,103.73773840345983,5.7253,6.8704,85.88
207,530207,7568,1.3577156868604507,103.88627326931665,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,0.1542,0.1851,2.31
129,520129,10102,1.3462932784538388,103.95440937102471,Blk 137 Tampines Street 11,MHC,521137,"Blk 137, Tampines Street 11, S(521137)",1.3456395427244823,103.94462454944245,1.0914,1.3096,16.37
328,730328,2414,1.4300817297363169,103.7794419074417,Blks 20/21 Marsiling Lane,MHC,730020,"Blk 20/21, Marsiling Lane, S(730020/730021)",1.4434048227609568,103.77696721902483,1.5085,1.8102,22.63
25,460025,7107,1.323765653697518,103.92427688649441,Blk 208B New Upper Changi Road,HC,462208,"Blk 208B, New Upper Changi Road, S(462208)",1.324818168664196,103.93054429749219,0.7073,0.8487,10.61
297B,542297,5797,1.3948613927644689,103.9011023031094,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,4.3205,5.1846,64.81
141A,310141,3928,1.3351776166620142,103.84565136326776,Blk 127 Toa Payoh Lorong 1,MHC,310127,"Blk 127, Lorong 1 Toa Payoh, S(310127)",1.338092760575782,103.8447316938455,0.3403,0.4083,5.1
161,730161,228,1.4333165751347656,103.77368146936026,Blk 4A Woodlands Centre Road,HC,731004,"Blk 4A, Woodlands Centre Road, S(731004)",1.4410842154426942,103.77007681196069,0.9532,1.1439,14.3
301B,542301,5201,1.389390656295655,103.891231592118,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,3.4226,4.1071,51.34
445A,791445,8730,1.3922266767709475,103.87440393924362,Blk 527 Ang Mo Kio Ave 10,MHC,560527,"Blk 527, Ang Mo Kio Ave 10, S(560527)",1.372772089820446,103.85445796431361,3.1012,3.7214,46.52
305C,823305,9842,1.4054195791859805,103.90691170447428,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,5.6563,6.7875,84.84
64,518708,3971,1.3824318974869059,103.94380942412637,Blk 137 Tampines Street 11,MHC,521137,"Blk 137, Tampines Street 11, S(521137)",1.3456395427244823,103.94462454944245,4.0967,4.9161,61.45
169B,822169,188,1.3932268533760455,103.91406069304458,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,4.9152,5.8983,73.73
112,120112,8068,1.3232707597900715,103.76988498316213,Blk 353 Clementi Ave 2,MHC,120353,"Blk 353, Clementi Ave 2, S(120353)",1.3143806546682972,103.77077281590697,0.9946,1.1935,14.92
80B,102080,10230,1.2734493157192734,103.80693303665015,Blk 79 Telok Blangah Drive,HC,100079,"Blk 79, Telok Blangah Drive, S(100079)",1.273364906455979,103.80762158884359,0.0772,0.0926,1.16
234,560234,11053638,1.3671972266922834,103.83663997643716,Blk 226D Ang Mo Kio Ave 1,MHC,564226,"Blk 226D, Ang Mo Kio Ave 1, S(564226)",1.3668100049572174,103.83914255829183,0.2818,0.3382,4.23
466B,752466,817,1.4550740093104397,103.81328594440946,Chong Pang Market & Food Centre,MHC,760104,"Blk 104/105, Yishun Ring Road, S(760104/760105)",1.431526731266786,103.82841986163255,3.1157,3.7388,46.74
646,760646,11055165,1.4221226634912552,103.83772844405397,Chong Pang Market & Food Centre,MHC,760104,"Blk 104/105, Yishun Ring Road, S(760104/760105)",1.431526731266786,103.82841986163255,1.4728,1.7673,22.09
903,640903,11055000,1.3397488905082091,103.68611160672799,Quality Road Food Centre,HC,618824,"45, Quality Road, S(618824)",1.333252196135717,103.71047687645445,2.8064,3.3677,42.1
909,640909,11055001,1.341280183282609,103.68649847996429,Quality Road Food Centre,HC,618824,"45, Quality Road, S(618824)",1.333252196135717,103.71047687645445,2.8142,3.3771,42.21
912,640912,11055002,1.3412701119468362,103.68727735257734,Quality Road Food Centre,HC,618824,"45, Quality Road, S(618824)",1.333252196135717,103.71047687645445,2.7318,3.2782,40.98
844A,641844,5221,1.3458105005019785,103.69247323274661,Blks 221 A/B Boon Lay Place,MHC,641221,"Blk 221A/B, Boon Lay Place, S(641221/642221)",1.34522406539603,103.71280068325645,2.2632,2.7158,33.95
144,540144,3967,1.3892956436260055,103.90592494652984,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,4.025,4.83,60.37
324,530324,1065,1.3674830902190842,103.89744459838583,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,1.575,1.8901,23.63
194,310194,7948,1.3309240815234313,103.85813480447142,Blk 22 Toa Payoh Lorong 7,MHC,310022,"Blk 22, Lorong 7 Toa Payoh, S(310022)",1.335382605843395,103.85700371355455,0.512,0.6144,7.68
406A,791406,3365,1.388026202928073,103.87429654870493,Blk 527 Ang Mo Kio Ave 10,MHC,560527,"Blk 527, Ang Mo Kio Ave 10, S(560527)",1.372772089820446,103.85445796431361,2.7853,3.3423,41.78
130,670130,9649,1.3740943338304388,103.77128777742261,Bukit Timah Market,MHC,588215,"51, Upper Bukit Timah Road, S(588215)",1.3394524205511975,103.77600731109843,3.8919,4.6703,58.38
224A,541224,6930,1.3879209528862224,103.89819103211589,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,3.4827,4.1792,52.24
327C,543327,9434,1.396088986472113,103.88860041380481,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,4.1291,4.955,61.94
546,730546,2362,1.4297328841374894,103.79384032344525,Blks 20/21 Marsiling Lane,MHC,730020,"Blk 20/21, Marsiling Lane, S(730020/730021)",1.4434048227609568,103.77696721902483,2.4171,2.9005,36.26
119,530119,3622,1.3540243400076983,103.88772798834071,Blk 105 Hougang Ave 1,MHC,530105,"Blk 105, Hougang Ave 1, S(530105)",1.353847276305833,103.89009415456503,0.2641,0.3169,3.96
254,521254,7315,1.3529560972242645,103.94923227666864,Blk 137 Tampines Street 11,MHC,521137,"Blk 137, Tampines Street 11, S(521137)",1.3456395427244823,103.94462454944245,0.9625,1.155,14.44
250,650250,8863,1.3510370753025789,103.7570860539947,Blk 254 Jurong East Street 24,MHC,600254,"Blk 254, Jurong East Street 24, S(600254)",1.3434881256069369,103.73773840345983,2.3114,2.7736,34.67
104A,151104,8987,1.2889982393879627,103.82154755789131,Blk 79 Redhill Lane,MK,150079,"Blk 79, Redhill Lane, S(150079)",1.2877834595039153,103.81833417664816,0.3823,0.4588,5.74
73,150073,1762,1.2879731839348165,103.81743487655197,Blk 79 Redhill Lane,MK,150079,"Blk 79, Redhill Lane, S(150079)",1.2877834595039153,103.81833417664816,0.1023,0.1227,1.53
464,120464,12472,1.3114454075315933,103.76878387125852,Blk 353 Clementi Ave 2,MHC,120353,"Blk 353, Clementi Ave 2, S(120353)",1.3143806546682972,103.77077281590697,0.3947,0.4736,5.92
208,360208,12528,1.342686271610462,103.87160897095575,Blk 22 Toa Payoh Lorong 7,MHC,310022,"Blk 22, Lorong 7 Toa Payoh, S(310022)",1.335382605843395,103.85700371355455,1.8174,2.1809,27.26
122D,544122,3886,1.387224030978802,103.90575480741288,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,3.8235,4.5882,57.35
521,730521,2376,1.433949687975214,103.79313070192656,Blks 20/21 Marsiling Lane,MHC,730020,"Blk 20/21, Marsiling Lane, S(730020/730021)",1.4434048227609568,103.77696721902483,2.0841,2.5009,31.26
553,550553,8853,1.3717622591534886,103.87132362139211,Chomp Chomp Food Centre,HC,557269,"20, Kensington Park Road, S(557269)",1.3642325151486436,103.8665270206699,0.9938,1.1925,14.91
13,430013,6361,1.314964239595321,103.8955589143063,Blks 13/14 Haig Road,MHC,430013,"Blk 13/14, Haig Road, S(430013/430014)",1.3151090924234687,103.895587840784,0.0164,0.0197,0.25
753,510753,4521,1.3771052568956,103.93447680485816,Blk 137 Tampines Street 11,MHC,521137,"Blk 137, Tampines Street 11, S(521137)",1.3456395427244823,103.94462454944245,3.6803,4.4164,55.2
290,540290,5656,1.3964509248936088,103.89705158522095,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,4.336,5.2032,65.04
438C,653438,11053742,1.357757802683443,103.7395778577796,Blk 254 Jurong East Street 24,MHC,600254,"Blk 254, Jurong East Street 24, S(600254)",1.3434881256069369,103.73773840345983,1.6016,1.922,24.02
610,670610,3388,1.3833922106016936,103.76123548901701,Blk 254 Jurong East Street 24,MHC,600254,"Blk 254, Jurong East Street 24, S(600254)",1.3434881256069369,103.73773840345983,5.1547,6.1856,77.32
114,520114,10136,1.3437992265346796,103.95046084218102,Blk 137 Tampines Street 11,MHC,521137,"Blk 137, Tampines Street 11, S(521137)",1.3456395427244823,103.94462454944245,0.6811,0.8173,10.22
357,610357,5609,1.3369017450634917,103.72101245254979,Taman Jurong Market & Food Centre,MHC,618499,"3, Yung Sheng Road, S(618499)",1.3345893785047198,103.72151991984624,0.2635,0.3162,3.95
738,520738,7400,1.3590852121983967,103.9336230103755,Blk 137 Tampines Street 11,MHC,521137,"Blk 137, Tampines Street 11, S(521137)",1.3456395427244823,103.94462454944245,1.9337,2.3205,29.01
410,670410,3536,1.382486048916444,103.76732248559253,Bukit Timah Market,MHC,588215,"51, Upper Bukit Timah Road, S(588215)",1.3394524205511975,103.77600731109843,4.887,5.8644,73.31
326,120326,6482,1.3143954432939138,103.76634912344439,Blk 448 Clementi Ave 3,MHC,120448,"Blk 448, Clementi Ave 3, S(120448)",1.3133196935787859,103.76451719342104,0.2364,0.2837,3.55
42,519709,7134,1.3826896764265737,103.9446583604378,Blk 137 Tampines Street 11,MHC,521137,"Blk 137, Tampines Street 11, S(521137)",1.3456395427244823,103.94462454944245,4.1244,4.9493,61.87
503,530503,3359,1.3736110400055568,103.88766369024577,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,1.627,1.9525,24.41
573,530573,3505,1.377547094224253,103.88753691745308,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,2.0619,2.4743,30.93
410A,571410,11052487,1.3632360121443636,103.83538376495096,Blk 226D Ang Mo Kio Ave 1,MHC,564226,"Blk 226D, Ang Mo Kio Ave 1, S(564226)",1.3668100049572174,103.83914255829183,0.5773,0.6928,8.66
71,330071,5832,1.3209360832168948,103.87036076645438,Blk 69 Geylang Bahru,MHC,330069,"Blk 69, Geylang Bahru, S(330069)",1.3214631112680744,103.87000502438272,0.0708,0.0849,1.06
254,540254,6523,1.3942628093763823,103.89974808816463,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,4.2022,5.0426,63.03
66,440066,4733,1.303920162696752,103.90973245449078,Blk 84 Marine Parade Central,MHC,440084,"Blk 84, Marine Parade Central, S(440084)",1.3022852161912308,103.90633860433309,0.4193,0.5031,6.29
665,410665,3367,1.3341195756885922,103.9080991868972,Blk 630 Bedok Reservoir Road,MHC,470630,"Blk 630, Bedok Reservoir Road, S(470630)",1.333159291179886,103.91405397906551,0.6713,0.8055,10.07
2,271002,3233,1.3093164764462204,103.79578978774838,Holland Village Market & Food Centre,MHC,277700,"1, Lorong Mambong, S(277700)",1.3111489675255468,103.79483380688974,0.2301,0.2761,3.45
432A,761432,1575,1.419364061923927,103.84694613820626,Chong Pang Market & Food Centre,MHC,760104,"Blk 104/105, Yishun Ring Road, S(760104/760105)",1.431526731266786,103.82841986163255,2.4665,2.9598,37.0
604,520604,11055087,1.3615589471134306,103.9362503934438,Blk 137 Tampines Street 11,MHC,521137,"Blk 137, Tampines Street 11, S(521137)",1.3456395427244823,103.94462454944245,2.0023,2.4027,30.03
224C,543224,7494,1.3886495181475704,103.8981194757469,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,3.5546,4.2655,53.32
551,730551,2138,1.4331225200887328,103.79521454348804,Blks 20/21 Marsiling Lane,MHC,730020,"Blk 20/21, Marsiling Lane, S(730020/730021)",1.4434048227609568,103.77696721902483,2.331,2.7972,34.97
277B,542277,9367,1.38234368246075,103.89454501913069,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,2.7563,3.3075,41.34
821,520821,7560,1.3486067091943947,103.93452762746487,Blk 137 Tampines Street 11,MHC,521137,"Blk 137, Tampines Street 11, S(521137)",1.3456395427244823,103.94462454944245,1.1712,1.4055,17.57
24,370024,3890,1.3301854080867206,103.88754176245314,Blk 80 Circuit Road,MHC,370080,"Blk 80, Circuit Road, S(370080)",1.3278341480081686,103.88710267709968,0.2663,0.3195,3.99
41,370041,4064,1.3271219362712787,103.8861685336754,Blk 80 Circuit Road,MHC,370080,"Blk 80, Circuit Road, S(370080)",1.3278341480081686,103.88710267709968,0.1307,0.1569,1.96
277D,544277,9375,1.381826317305641,103.89387537130371,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,2.6771,3.2125,40.16
562,560562,18,1.3701636767983798,103.85901957035772,Blk 453A Ang Mo Kio Ave 10,MHC,561453,"Blk 453A, Ang Mo Kio Ave 10, S(561453)",1.3682513033780996,103.85630867728055,0.3692,0.4431,5.54
553,530553,4816,1.379095127820143,103.89035573411898,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,2.2785,2.7342,34.18
281,570281,6505,1.3574286507896436,103.84468078007363,Blk 341 Ang Mo Kio Ave 1,MHC,560341,"Blk 341, Ang Mo Kio Ave 1, S(560341)",1.363845167386306,103.84806730049579,0.8076,0.9691,12.11
293,650293,11055589,1.3460336129565884,103.75526786071262,Blk 254 Jurong East Street 24,MHC,600254,"Blk 254, Jurong East Street 24, S(600254)",1.3434881256069369,103.73773840345983,1.9713,2.3656,29.57
605,520605,11055082,1.3621221194791147,103.93630480589711,Blk 137 Tampines Street 11,MHC,521137,"Blk 137, Tampines Street 11, S(521137)",1.3456395427244823,103.94462454944245,2.0552,2.4663,30.83
987A,641987,5701,1.3365237610794776,103.69449947461915,Quality Road Food Centre,HC,618824,"45, Quality Road, S(618824)",1.333252196135717,103.71047687645445,1.815,2.178,27.23
313,530313,11050677,1.3652678937063814,103.89476232929712,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,1.1886,1.4264,17.83
131C,313131,11050638,1.3379860433610629,103.84271853955015,Blk 127 Toa Payoh Lorong 1,MHC,310127,"Blk 127, Lorong 1 Toa Payoh, S(310127)",1.338092760575782,103.8447316938455,0.2244,0.2692,3.37
99,380099,7607,1.3213408943856988,103.88431904778713,Blk 89 Circuit Road,MHC,370089,"Blk 89, Circuit Road, S(370089)",1.3235797144355141,103.88543884518086,0.2786,0.3344,4.18
45,440045,12656,1.30457079725937,103.91245558196957,Blk 50A Marine Terrace,MHC,441050,"Blk 50A, Marine Terrace, S(441050)",1.3057297369080327,103.91573703958302,0.3873,0.4648,5.81
342C,763342,1430,1.429943807656061,103.84422566440313,Chong Pang Market & Food Centre,MHC,760104,"Blk 104/105, Yishun Ring Road, S(760104/760105)",1.431526731266786,103.82841986163255,1.7678,2.1213,26.52
497E,528497,642,1.358605235152538,103.95835753383305,Blk 137 Tampines Street 11,MHC,521137,"Blk 137, Tampines Street 11, S(521137)",1.3456395427244823,103.94462454944245,2.1021,2.5226,31.53
146,470146,985,1.3346405201846885,103.91202479781394,Blk 630 Bedok Reservoir Road,MHC,470630,"Blk 630, Bedok Reservoir Road, S(470630)",1.333159291179886,103.91405397906551,0.2796,0.3355,4.19
468,640468,11055275,1.3487021144210896,103.72058417263713,Blk 505 Jurong West Street 52,MHC,640505,"Blk 505, Jurong West Street 52, S(640505)",1.3496572879772837,103.71844368450239,0.2609,0.313,3.91
359,750359,416,1.4497711441845296,103.81598414782992,Chong Pang Market & Food Centre,MHC,760104,"Blk 104/105, Yishun Ring Road, S(760104/760105)",1.431526731266786,103.82841986163255,2.4576,2.9492,36.86
157,460157,8798,1.3186919349772241,103.94572969502573,Blk 58 New Upper Changi Road,MHC,461058,"Blk 58, New Upper Changi Road, S(461058)",1.3242008820651516,103.94112528450631,0.7992,0.959,11.99
269C,183269,4059,1.3007559094659034,103.85361142609145,Albert Centre Market & Food Centre,MHC,180270,"Blk 270, Queen Street, S(180270)",1.3010516902224747,103.85407757755758,0.0614,0.0737,0.92
85,440085,8839,1.3021052063676384,103.90675795029122,Blk 84 Marine Parade Central,MHC,440084,"Blk 84, Marine Parade Central, S(440084)",1.3022852161912308,103.90633860433309,0.0508,0.0609,0.76
142,550142,7082,1.3675446659094141,103.87382130226449,Chomp Chomp Food Centre,HC,557269,"20, Kensington Park Road, S(557269)",1.3642325151486436,103.8665270206699,0.8916,1.0699,13.37
215,730215,12523,1.4476129126243695,103.77205677637527,Blks 20/21 Marsiling Lane,MHC,730020,"Blk 20/21, Marsiling Lane, S(730020/730021)",1.4434048227609568,103.77696721902483,0.7198,0.8637,10.8
143,140143,7893,1.2935575383254905,103.80471078476953,Blk 159 Mei Chin Road,MHC,140159,"Blk 159, Mei Chin Road, S(140159)",1.2932362498459655,103.80290387775311,0.2042,0.2451,3.06
315,120315,9168,1.3184936075526799,103.76542392289016,Blk 448 Clementi Ave 3,MHC,120448,"Blk 448, Clementi Ave 3, S(120448)",1.3133196935787859,103.76451719342104,0.5847,0.7017,8.77
181,570181,12488,1.348879554506461,103.85288073853518,Blk 210 Toa Payoh Lorong 8,MHC,310210,"Blk 210, Lorong 8 Toa Payoh, S(310210)",1.340252082146037,103.85433383564761,0.9739,1.1687,14.61
407,560407,5457,1.3620299327926515,103.85526678516784,Blk 409 Ang Mo Kio Ave 10,MHC,560409,"Blk 409, Ang Mo Kio Ave 10, S(560409)",1.3626541004343604,103.85528830149764,0.0695,0.0834,1.04
303B,542303,4777,1.3875258218841195,103.88976154253616,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,3.1929,3.8315,47.89
428,730428,9421,1.426939505831829,103.77260009246457,Blk 4A Woodlands Centre Road,HC,731004,"Blk 4A, Woodlands Centre Road, S(731004)",1.4410842154426942,103.77007681196069,1.5994,1.9193,23.99
28,160028,3711,1.287865986132161,103.8282035348979,Beo Crescent Market,MHC,169982,"38A, Beo Crescent, S(169982)",1.288830850868405,103.82735397913328,0.1431,0.1717,2.15
109,560109,844,1.3701211173289585,103.83773272508834,Blk 226D Ang Mo Kio Ave 1,MHC,564226,"Blk 226D, Ang Mo Kio Ave 1, S(564226)",1.3668100049572174,103.83914255829183,0.4006,0.4807,6.01
874D,524874,12369,1.3547031769622442,103.93116358189404,Blk 137 Tampines Street 11,MHC,521137,"Blk 137, Tampines Street 11, S(521137)",1.3456395427244823,103.94462454944245,1.8062,2.1674,27.09
131A,161131,140,1.280631241220657,103.828610498706,Blk 112 Jalan Bukit Merah,MHC,160112,"Blk 112, Jalan Bukit Merah, S(160112)",1.280001821226117,103.82600359589021,0.2985,0.3582,4.48
